146,1288,農業銀行,420511135.83439016
147,1299,友邦保險,2216280507.7512197
148,1302,先健科技,26029368.67975609
149,1308,海豐國際,31940822.26607317
150,1310,香港寬頻,39301280.467268296
151,1313,華潤水泥控股,124807349.66878048
152,1316,耐世特,44406356.29195122
153,1317,楓葉教育,30733126.236341465
154,1333,中國忠旺,22656829.43853659
155,1336,新華保險,279709639.6792684
156,1339,中國人民保險集團,86732471.58609757
157,1347,華虹半導體,138882990.5190244
158,1359,中國信達,48090519.399756104
159,1368,特步國際,21565827.72195122
160,1378,中國宏橋,21438353.524634145
161,1398,工商銀行,1280927123.9729269
162,1448,福壽園,31955337.00195121
163,1458,周黑鴨,22886766.14609756
164,1478,丘鈦科技,74429672.97756097
165,1513,麗珠醫藥,38953260.05609756
166,1530,三生製藥,119235095.13243905
167,1548,金斯瑞生物科技,99797818.95560975
168,1558,東陽光藥,106546281.41463415
169,1579,頤海國際,228374099.21341464
170,1585,雅迪控股,34189012.974146344
171,1610,中糧肉食,90304719.66
172,1622,力高集團,33565456.05609756
173,1628,禹洲地產,27414644.09
174,1638,佳兆業集團,50825750.55707318
175,1658,郵儲銀行,175405981.32219508
176,1717,澳優,77712033.15609756
177,1766,中國中車,96388286.47731708
178,1776,廣發証券,43937486.6795122
179,1787,山東黃金,146857332.25975612
180,1800,中國交通建設,105225841.87439026
181,1810,小米集團－Ｗ,1614666728.1868286
182,1811,中廣核新能源,23882321.57073171
183,1813,合景泰富集團,101634090.19804876
184,1816,中廣核電力,47022465.71073171
185,1818,招金礦業,92243734.79512195
186,1833,平安好醫生,667881322.6365854
187,1888,建滔積層板,46806841.45951221
188,1910,新秀麗,154055848.5882927
189,1913,普拉達,27603266.58658537
190,1918,融創中國,1052332630.8231707
191,1928,金沙中國有限公司,605882133.0353657
192,1929,周大福,37372377.56170732
193,1958,北京汽車,27898515.369756106
194,1966,中駿集團控股,39194035.10780488
195,1972,太古地產,81977232.28595123
196,1988,民生銀行,177850306.9419512
197,1997,九龍倉置業,205086170.13868296
198,1999,敏華控股,36828595.68487805
199,2001,新高教集團,26897053.08097561
200,2005,石四藥集團,34088007.43682926
201,2007,碧桂園,284020051.41073173
202,2009,金隅集團,22065836.35682927
203,2018,瑞聲科技,580164254.7268293
204,2020,安踏體育,698916610.3040978
205,2128,中國聯塑,85600604.97219512
206,2186,綠葉製藥,95287694.6195122
207,2196,復星醫藥,188692221.73024392
208,2202,萬科企業,233285484.28780487
209,2208,金風科技,30338817.603658546
210,2233,西部水泥,33814693.17463414
211,2238,廣汽集團,192946877.83487803
212,2269,藥明生物,757326291.0634147
213,2282,美高梅中國,95904689.8790244
214,2313,申洲國際,486435207.61341465
215,2314,理文造紙,23012650.55546341
216,2318,中國平安,2926785219.4915857
217,2319,蒙牛乳業,343365923.96707314
218,2328,中國財險,237801117.48536584
219,2331,李寧,518812874.9121952
220,2333,長城汽車,129556968.53926829
221,2338,濰柴動力,200653943.26829267
222,2357,中航科工,37599019.38195121
223,2359,藥明康德,133015315.25975607
224,2380,中國電力,35313084.26268292
225,2382,舜宇光學科技,1089627158.32561
226,2386,中石化煉化工程,33566102.78760976
227,2388,中銀香港,358463658.66219515
228,2588,中銀航空租賃,152173230.54390243
229,2600,中國鋁業,34289276.56829269
230,2601,中國太保,434506599.2527317
231,2607,上海醫藥,50996835.64048781
232,2611,國泰君安,22352386.926829267
233,2628,中國人壽,825623269.1512195
234,2638,港燈－ＳＳ,52855683.9932439
235,2669,中海物業,123054203.01439025
236,2688,新奧能源,264046508.58536592
237,2689,玖龍紙業,70843840.15756097
238,2777,富力地產,149982930.32
239,2799,中國華融,45747888.69439025
240,2869,綠城服務,70370736.35804878
241,2883,中海油田服務,149946314.4685366
242,2899,紫金礦業,140444226.0102439
243,3301,融信中國,23605609.42121952
244,3311,中國建築國際,32294819.46536585
245,3320,華潤醫藥,61006342.32219512
246,3323,中國建材,318127814.10731703
247,3328,交通銀行,137767364.95902437
248,3333,中國恒大,388719478.1941464
249,3339,中國龍工,26325363.081707314
250,3360,遠東宏信,28881878.23878049
251,3377,遠洋集團,22362570.132195126
252,3380,龍光地產,66017513.32439025
253,3383,雅居樂集團,83046182.76900001
254,3396,聯想控股,49000742.70707317
255,3606,福耀玻璃,60816880.74048779
256,3618,重慶農村商業銀行,37920653.585365854
257,3669,永達汽車,52438125.43292682
258,3690,美團點評－Ｗ,2629673736.486585
259,3799,達利食品,42354836.17853659
260,3800,保利協鑫能源,32362616.696975604
261,3808,中國重汽,82406958.16048779
262,3883,中國奧園,97796619.91121952
263,3888,金山軟件,404295210.1695122
264,3898,中車時代電氣,49641979.54024389
265,3900,綠城中國,91399577.19731706
266,3908,中金公司,192249698.72585365
267,3918,金界控股,65131176.9137561
268,3933,聯邦制藥,57630602.79219512
269,3968,招商銀行,669064355.4439025
270,3988,中國銀行,930656494.5524392
271,3993,洛陽鉬業,74819381.06243902
272,3998,波司登,76325002.5907317
273,6030,中信証券,300542210.3263415
274,6060,眾安在綫,131251937.17926829
275,6066,中信建投証券,101051183.4590244
276,6098,碧桂園服務,349371105.03780484
277,6158,正榮地產,38917737.00658537
278,6169,宇華教育,144720537.06926832
279,6808,高鑫零售,198083306.35219508
280,6818,中國光大銀行,23209706.21097561
281,6823,香港電訊－ＳＳ,171482308.85834146
282,6837,海通證券,145060827.81682926
283,6862,海底撈,325769018.6804878
284,6869,長飛光纖光纜,41135699.63219512
285,6881,中國銀河,62431523.08439025
286,6886,HTSC,87763855.59463416
